"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"MMS22L",943.329831266691,-1.67921186682903e-06,0.0014426798038586,0.616688441648699,0.728813612857554
"ASIP",66.5628810259943,-1.07772598483425e-06,0.00144268873641536,0.617151633789904,0.729299993586583
"MRM1",318.90253993732,-1.85715578641154e-05,0.00144273721898177,0.617172946458187,0.729299993586583
"GZMH",101.042454039792,-1.17128155245703e-06,0.0014426875880619,0.617214682447431,0.729306208903371
"PRRG2",279.898672185225,-1.5785332376412e-05,0.00144272156824336,0.617332074003798,0.729385129085528
"AL357673.1",560.476228138784,2.58249656026339e-06,0.00144267244460435,0.617354433305711,0.729385129085528
"C9orf152",229.821484246891,-6.26716574061224e-06,0.00144269387711696,0.617550345585496,0.729573482015859
"PBX4",335.996759897005,-1.33725624665428e-05,0.00144271379139253,0.617670413334183,0.729672215314839
"GAGE12I",0.248385698354153,-3.50443876873084e-07,0.00144269505237566,0.617727820512492,0.729696918547014
"NCBP1",693.851938494867,-0.000102061808712012,0.00144446783871977,0.618082338246029,0.730029434717103
"C1orf170",319.671891569662,1.56964524520101e-06,0.00144268190672738,0.618052330546662,0.730029434717103
"CERS1",83.8988597503617,1.22312711488304e-06,0.0014426870669089,0.618133512549354,0.730046751131891
"RNF145",850.538567327935,-1.59501012701015e-05,0.00144272267372158,0.618369831906549,0.7302827182008
"CGB8",90.9177894752807,5.85325321579962e-07,0.00144269324654381,0.618745479358262,0.730640037460967
"AL109927.1",723.390840473944,-7.97844566989015e-07,0.00144269152192152,0.618731406553483,0.730640037460967
"POLB",3843.02634488866,-1.69823014848138e-06,0.00144267923561788,0.618977140522242,0.730870427425837
"SLC2A12",68.3065734768127,1.17786505331914e-06,0.0014426876051713,0.619097867845396,0.730969810422868
"MCOLN2",227.633845418507,-7.01116106628502e-07,0.00144268473333279,0.619147423936843,0.730985154661544
"ZNF138",194.996317525382,1.75533878558099e-06,0.00144267844015139,0.619342116066539,0.731171839196645
"TMEM105",967.086155146832,-1.05512354334328e-05,0.00144269550387178,0.619528702372574,0.731348932823833
"REC8",1656.56190622487,1.01791298117648e-05,0.00144269106323869,0.619740240847101,0.731555459646767
"ZC3H7A",1229.12635599678,1.81945760087732e-06,0.00144267258764968,0.619976943750572,0.731791664994919
"MKRN1",2308.86020224619,1.30588580824313e-05,0.00144269468451264,0.620030972621475,0.731812235336114
"RTN4RL2",261.967570867635,1.91718767430813e-06,0.00144267514508486,0.620145234226603,0.731903890745924
"MAPKAPK3",942.461334172949,-2.54601088360248e-05,0.00144278786808023,0.620218769716605,0.731947472654575
"KIAA0922",547.23106471306,1.94491988418036e-06,0.00144267817121047,0.620673482562315,0.732341890078605
"VEZF1",1114.93423319977,-2.21936593880196e-06,0.00144266780091068,0.620665209107026,0.732341890078605
"UHRF2",1438.58937422582,-2.62379787075358e-05,0.00144279867510795,0.620699493311595,0.732341890078605
"PDZD9",51.5829973610092,7.18325296832633e-06,0.00144269693901458,0.62067648799275,0.732341890078605
"CLOCK",539.372779440164,-2.47236101123748e-05,0.001442781862197,0.620884961854579,0.732431080713556
"ZNF552",1419.19256370539,-2.54547798447519e-05,0.00144279148358172,0.620884984846157,0.732431080713556
"RP11-371E8.4",18.4909221050901,3.18070933774401e-07,0.00144269451664285,0.620839269007522,0.732431080713556
"ATAD1",560.125619778293,-3.57935492552046e-05,0.00144290207368192,0.621050307783272,0.732539664551869
"NRG4",518.090727056635,-7.49044043249801e-06,0.00144268420346476,0.621032032276831,0.732539664551869
"CAMK1",968.541013995353,-2.13060208662406e-06,0.0014426796822501,0.621158245051061,0.732623758350101
"CDK5RAP2",1690.81823234367,2.23729052170691e-06,0.00144266772462935,0.6213498598087,0.732806529641665
"ZNF37A",592.484901530441,-9.93864725174448e-08,0.00144266052339289,0.621603276618519,0.733062163071291
"PLEKHG2",2255.8769554605,-5.26151145685152e-06,0.00144266436180902,0.621745616810319,0.73315627208459
"CHP1",2798.47536521121,7.22699399273007e-05,0.001443566074275,0.621756414397635,0.73315627208459
"MFSD11",1422.61319673323,-2.6258420447006e-06,0.00144265668541987,0.621840210107501,0.733211839410826
"AC025278.1",50.8927531724356,7.90791727628227e-07,0.00144269236292598,0.621877901656816,0.733213041969948
"ECHDC3",658.34672995899,2.20425379209832e-06,0.00144266846381355,0.622028143151941,0.733260461893751
"SLC16A5",901.258158001945,8.63639601294871e-07,0.00144267880650184,0.622017098908473,0.733260461893751
"FAM115A",1163.32870722755,-5.43675025810632e-06,0.00144268111914898,0.622022667859664,0.733260461893751
"ATP1B4",152.707891919575,-1.48835939098466e-05,0.00144272238039457,0.622102018865219,0.733304313476665
"RP11-351M8.1",88.0053606622873,9.87598993108419e-07,0.00144268974041343,0.622215138829037,0.733394416420903
"RNGTT",303.063936780078,-2.60074768254465e-06,0.00144265727479,0.622359985965741,0.733521902817674
"ARFIP1",416.348005774939,1.81643691386156e-06,0.00144267695414834,0.622548185775903,0.733700467220949
"PRAF2",836.064236659586,-3.46854207406844e-05,0.0014428844457159,0.622629899180878,0.73375351905119
"UNC5CL",150.408528380931,-1.02030393882491e-05,0.00144270423679964,0.622669428150049,0.733756854271944
"FAM81A",144.501367072692,1.02402029891221e-06,0.00144268931230541,0.622784442247523,0.733849135920378
"ATP6V0A2",2164.24118419591,3.34936550712145e-07,0.00144266599073132,0.623100520156594,0.734178313395659
"ASCC2",2230.91017618689,3.55360935834125e-05,0.00144286843141771,0.623216448586395,0.734235546352751
"PFDN6",1087.54314768398,-0.000100934992810124,0.00144444518692342,0.623222539619513,0.734235546352751
"C14orf159",2593.24168967472,2.41242558098537e-06,0.0014426795085064,0.62330874357741,0.73429383803245
"C1orf131",364.672074530618,1.6238743633602e-06,0.00144268050331769,0.623408911898613,0.734351138093615
"RP11-133K1.2",77.5348338666497,8.43671336015161e-07,0.00144269115505925,0.623430840152097,0.734351138093615
"MACC1",337.297772295945,6.16430103859567e-06,0.00144267994400162,0.623514542909632,0.734406466623574
"AC106873.4",222.811834405859,-1.04549587950834e-06,0.00144268883532429,0.623860206303625,0.734770320737199
"ZNF576",1234.03953569198,4.41663917473254e-06,0.00144267455528592,0.624121270094234,0.735034498101202
"FAHD2A",1289.92430767036,-8.98757639694015e-06,0.0014426861571586,0.624271099696864,0.735167650332142
"GAS8",1371.83558995898,-6.73901195138145e-05,0.00144346317810159,0.624373175728394,0.735244553596413
"NPHP4",910.95883258728,2.91094597234896e-06,0.00144264788370758,0.624427496865085,0.735265216273293
"SPOCK1",757.688463572041,-1.33070244971759e-05,0.0014427137563402,0.624666760649256,0.735503634204182
"GNA11",2029.69714102666,-3.67462958149738e-06,0.00144266152825946,0.624717431059223,0.735519980956195
"FOLR2",724.994776502069,1.4251358331992e-06,0.0014426838082742,0.624763939788356,0.735531426257339
"DPCD",471.377851226313,-1.59520670102994e-06,0.0014426805552509,0.624976018047676,0.735737782904218
"MRPS33",4300.96340084306,7.92570837189826e-06,0.0014426935275254,0.625460823347065,0.736265157609728
"HOGA1",785.821945405187,5.80589552980087e-06,0.00144269090183367,0.625548097552548,0.736324541532182
"DERA",593.327899976268,1.5328368074748e-05,0.0014427174799348,0.626053832621898,0.73675106773707
"RBBP6",1731.09829453832,3.55566589948736e-06,0.00144262392355908,0.62605784939746,0.73675106773707
"MKKS",185.654615357049,1.64490123983444e-06,0.00144267989836445,0.625961312693982,0.73675106773707
"SRRM5",105.800321564592,-1.22797992808326e-06,0.00144268641023887,0.626057410077514,0.73675106773707
"LARS",1526.56372114818,-2.51656549857286e-06,0.00144265870907876,0.626176811150393,0.736847693610791
"SLC7A11",123.969608357387,-1.49432973024474e-06,0.00144268222852561,0.626568273307755,0.737264951536914
"PHTF1",473.137546395022,7.40286639476806e-06,0.0014426717339197,0.626622907822391,0.737285848231677
"C22orf23",393.856015684023,-1.45693192983153e-06,0.00144268277513155,0.627124413652735,0.737832501269435
"RD3L",2.69950965764162,3.22010543999924e-07,0.00144269501257499,0.627243150324325,0.737928775968494
"ASAP2",899.442401989048,4.38496503228749e-06,0.00144267376938844,0.627280347720914,0.73792911698823
"PTS",606.579684003664,3.07035109780199e-06,0.00144268164856599,0.627549037321512,0.738201768088858
"RPS28",30109.1852236194,2.80016039885893e-06,0.00144268023777107,0.627594659761268,0.738212003016048
"SOWAHC",464.403652153579,2.39887001207672e-06,0.00144266239442094,0.62766856609428,0.738255503881936
"CCNG1",1122.53736251166,3.23491565054134e-06,0.00144266821391989,0.627969258718705,0.738522284502193
"RP11-793H13.10",349.563992414945,8.07659357559085e-06,0.00144268867688807,0.627942834451547,0.738522284502193
"ASCC3",622.608458612843,-2.20274518015607e-06,0.00144266696709731,0.628082255811286,0.738568289283706
"MPHOSPH6",396.61931967964,-1.34181002750209e-06,0.00144268459510455,0.62805766491811,0.738568289283706
"RANGRF",513.412586012119,-2.55793625755843e-06,0.00144268658016146,0.62826520511707,0.738584318510428
"GGTLC3",73.6537881909011,6.25152092102902e-07,0.00144269285677162,0.628317528935874,0.738584318510428
"DDX42",2049.18050444184,2.42211031631223e-06,0.00144266176390171,0.628228869840554,0.738584318510428
"ABCF1",1982.15873422484,-3.37093876928855e-06,0.00144262935484322,0.628282711468654,0.738584318510428
"PARG",495.877779933668,3.60200379685159e-06,0.00144268638880215,0.628206319398129,0.738584318510428
"ZNF345",2060.03614017477,5.42479529111399e-06,0.00144268792717748,0.628208829793302,0.738584318510428
"ST3GAL6",1073.38575638352,-1.52688689536512e-06,0.00144268145807271,0.628454909644252,0.738702378802303
"CPLX3",58.8545569781677,-7.84543778576742e-07,0.00144269146312242,0.628557917381976,0.738736597703693
"HSBP1L1",828.218810997408,1.90151217771897e-06,0.00144265899407769,0.628550965491236,0.738736597703693
"ZYX",9590.48336364519,1.97211833694003e-06,0.00144266998811012,0.628599601425916,0.738742163693044
"CEND1",147.678638883736,-1.36279114525448e-05,0.00144271722009009,0.628644262185113,0.73875122711468
"ADCK4",1824.85855969423,-1.73307824858146e-05,0.00144272945723999,0.628726697977619,0.738804678187747
"ARMCX6",782.38006305738,-2.48424184734834e-05,0.0014427810989103,0.628789105122761,0.738834589082304
"RIC8B",449.051933558814,1.79448206956682e-06,0.00144267670422915,0.62896119803453,0.738993370952718
"TRIM34",273.609165406297,-2.14295757539217e-06,0.00144266835060372,0.629056100706897,0.739061445383341
"CTD-3105H18.18",150.267708056187,5.34765395479314e-06,0.0014426936627886,0.629100511353273,0.739070193548231
"CD4",1303.19623957217,-4.28479269430125e-06,0.00144268330940792,0.629199265354998,0.739123005952468
"CEBPA",1078.67979345028,1.38995762840573e-06,0.00144268410041566,0.629223814606787,0.739123005952468
"AC132872.2",318.519429456598,2.2234473097337e-06,0.00144266673581309,0.629256367276329,0.739123005952468
"ZNF420",293.394190292462,9.83129979938025e-06,0.00144269479940848,0.629361617841753,0.739203206669096
"GGT2",80.3220252659646,7.01343443089576e-07,0.00144269226583475,0.630254385719321,0.740208305220401
"YAE1D1",330.090740270651,1.33612350372817e-06,0.00144268482299644,0.630350176771898,0.74027732360513
"MR1",862.997010361504,2.93784461354858e-06,0.00144264519322137,0.630542831927693,0.740460083493615
"RP11-45M22.4",59.8845743551339,-2.78110027510057e-06,0.00144269488510282,0.630604113987971,0.740488556708492
"EPS15",1316.13799169021,2.3103010873422e-06,0.00144266886734456,0.630765877399496,0.740635010143618
"ZMAT5",966.019456266585,6.19891105482306e-06,0.00144266809620818,0.630848813784924,0.74068889440459
"TTC14",902.147991904192,2.3984631915887e-06,0.00144266181829737,0.630929530893006,0.740740166804155
"MARVELD1",1334.55470552684,-2.55321637365617e-06,0.00144268265691313,0.631170088445274,0.74096289961084
"FAM131C",66.9113447047992,4.41563334880165e-06,0.001442694055146,0.631193363317587,0.74096289961084
"HSF2",288.322353104387,-1.05338427629594e-05,0.00144270651279092,0.631393591419846,0.741152879955091
"MED16",1890.81068320882,5.18698831504446e-07,0.00144266859855021,0.631429336658749,0.741152879955091
"HOXB13",46.7764378864347,5.46965144189057e-07,0.00144269334440525,0.631633815617701,0.741349369501632
"MDS2",45.2746739720774,1.16975277155464e-06,0.00144268711272602,0.631783811362655,0.741481892720411
"SURF1",768.21740648822,-3.54032634264322e-06,0.00144268537108594,0.63203445306332,0.741732514794156
"ZBTB42",479.119142973774,-1.78583057788419e-06,0.00144267609263776,0.632254451222708,0.741947147420285
"ARHGEF7",2458.65228884579,3.30825342879438e-06,0.00144267900411074,0.632359386434785,0.742026737037215
"ZNF148",797.709288687083,1.69541562324123e-06,0.00144266798029224,0.632427989751249,0.742063687035591
"GAR1",300.093918090091,-1.00488227468288e-05,0.00144269668130415,0.63246723967132,0.742066192711013
"NCOA3",968.628671948652,3.24122782265503e-06,0.00144265539834606,0.632581177371985,0.742069236116843
"ZBED2",102.014336851755,-5.62974694669325e-06,0.00144269320187427,0.632574809244332,0.742069236116843
"RING1",1266.75912470159,8.1675011915551e-06,0.00144268488629288,0.63253015194645,0.742069236116843
"KPNA3",231.955817459369,-1.52598394714049e-06,0.00144268115140637,0.632791144703958,0.74227199455623
"ACAA1",2486.61657120071,1.21415669066301e-06,0.00144266403639721,0.632881503723462,0.742314404738382
"SCRN1",780.913443415894,6.04100865452541e-06,0.00144268527026917,0.632901553344763,0.742314404738382
"TNKS2",454.110947178331,5.92804997559433e-06,0.00144267813714009,0.633086559295907,0.742422763628315
"GLOD4",1823.49680432661,-3.03008795478189e-06,0.0014426401886956,0.633083978896448,0.742422763628315
"RP11-47I22.4",2.68703947020235,-1.5890199064013e-07,0.0014426949002908,0.633105337594417,0.742422763628315
"C5orf52",0.712100372292445,3.49692388685674e-07,0.00144269503863523,0.633276859818783,0.74258034925909
"PIGP",366.879170841928,0.616962914832319,0.213727575327447,0.633427435967837,0.742713356482579
"LCMT1",918.350268811987,1.61288274729265e-06,0.00144267636795367,0.633559179265995,0.742824267298675
"KCTD21",413.887112493912,-2.1109736471439e-05,0.00144275336119158,0.633607028966309,0.742836808792798
"BTG1",2679.65628106906,5.39953734826688e-05,0.00144318212497432,0.633822953605127,0.743046387240158
"ZSCAN12",449.710210134692,-8.98524661660595e-06,0.00144269238539361,0.633911249917696,0.743106328028519
"IDUA",2510.63395985078,-1.30853768546591e-06,0.00144267923643629,0.633995252117477,0.743124571764282
"ISG20L2",1802.28157919594,-4.13392419610648e-07,0.00144265865982868,0.634001147602037,0.743124571764282
"RLN3",5.70112570906683,7.49634465973398e-07,0.00144269450788021,0.634067025016746,0.743158221360268
"AC102948.2",9.62474502495528,9.74723121081967e-07,0.00144269448156217,0.634387256673352,0.743489965411899
"AGPAT3",2877.34337170297,9.72285272380974e-05,0.00144430809715812,0.634581594722039,0.743674134275391
"CEP128",475.067399523306,-1.92565217627314e-06,0.001442672726069,0.634660651166034,0.743723189509653
"AC018445.1",35.8352316183768,3.3104294999853e-07,0.00144269442435514,0.634700301046267,0.743726063360433
"CYTH2",4114.321663829,-2.78136804006071e-06,0.00144264845958092,0.634834026919516,0.743751994270995
"PAIP2",1358.31514346909,3.61621181528128e-06,0.00144261740074442,0.634781322343493,0.743751994270995
"EIF4E",2273.94005003545,1.72395067351485e-06,0.00144267359456326,0.634808932316176,0.743751994270995
"ZNF680",423.434664169908,6.90578364255589e-06,0.00144268464657392,0.634956256080184,0.743808025783173
"C17orf59",276.507192262093,1.19508831967261e-05,0.00144269863948369,0.634948260100729,0.743808025783173
"TMEM240",95.2053100339674,-2.43000888540492e-06,0.00144268777142194,0.635426982667839,0.744315841083882
"ORC3",430.621326448674,5.35714238272086e-06,0.00144267987384954,0.63547666070046,0.7443304249587
"RAPSN",94.329601033595,2.2339281313749e-06,0.00144269060092742,0.635570756094325,0.744397029895726
"NFIB",3889.66644048874,1.33169927208326e-06,0.00144268101163705,0.635644179006403,0.744439416298853
"RIF1",1124.26768518482,-6.50729616280824e-06,0.00144264741299664,0.63587086176693,0.744574056232387
"SS18",2274.87204465135,-2.88802972874948e-06,0.00144264001078113,0.63582691159676,0.744574056232387
"FGG",80.9714779166949,3.11494821619369e-06,0.00144269585635659,0.635857111442961,0.744574056232387
"APOBEC2",105.178320678585,6.89439049602423e-06,0.00144269294691778,0.636118725951847,0.744733446930626
"ZNF233",295.399496095611,3.54692583941175e-07,0.00144267756653785,0.636055359467546,0.744733446930626
"COPRS",508.710640448618,-3.01529326522874e-06,0.00144267868373276,0.636091879688511,0.744733446930626
"PSIP1",1414.55640730033,-9.91318881131736e-07,0.00144267059182921,0.636317835664237,0.744879321210232
"PRB4",162.070186356787,-1.07020279751881e-06,0.00144268804933004,0.636316767794757,0.744879321210232
"IKZF2",484.707366503868,4.02420071413662e-07,0.00144268259928705,0.636617564164884,0.745142932789644
"FBXW11",831.426066945023,5.22360933476322e-06,0.00144267804502361,0.636587750304002,0.745142932789644
"GLYCTK",793.954700351398,1.56875928188473e-06,0.00144268038598203,0.636706454620727,0.745203351500721
"CGA",1.40229357874196,2.78393612379545e-07,0.0014426949710536,0.636837176246285,0.745285612744927
"STX8",6782.35744428831,8.52414363369519e-06,0.00144269192096859,0.636851290074376,0.745285612744927
"CDHR4",4572.36389317465,-2.19230107036797e-06,0.00144268911065078,0.636913900302402,0.745315259431477
"NKX6-2",13.7657172375726,2.02884053686001e-06,0.00144269340659574,0.636963493404557,0.745329670927062
"AP1G2",6288.27025258429,6.74595091644634e-05,0.00144345873795081,0.637059814969453,0.745398755881276
"PDCD10",623.199786258914,1.9913115001326e-06,0.00144267128349666,0.63731062258062,0.745648580249103
"TENM4",1280.13727274355,-6.71531243124077e-05,0.00144345881014081,0.637501246740827,0.745784326682821
"MTM1",344.325508164778,1.61157329535315e-06,0.00144267945812505,0.637489276033117,0.745784326682821
"TAS2R50",64.4314162932414,1.03761888809373e-06,0.00144268859439269,0.637772595471308,0.74601446638117
"IGSF23",32.8936916468955,7.14186031039574e-07,0.00144269359271001,0.637760231109405,0.74601446638117
"TUFT1",1199.69958921608,-5.12824851855584e-06,0.0014426720712573,0.637893913487229,0.746112724129148
"C3orf62",404.78199379757,1.75006539152797e-05,0.00144269031742558,0.637964103050865,0.746151171476981
"ZNF790",356.118592420795,2.0364767587505e-06,0.00144267004298748,0.63801820836804,0.746170803586254
"MNT",3221.12224094133,-1.98460199915283e-05,0.00144267977651095,0.638242044402984,0.746388924126646
"TP53TG5",116.846720489337,-1.74224523888419e-05,0.00144274154272682,0.638413565633918,0.746419441198082
"6-Mar",3267.20831372944,-3.89327983098543e-07,0.0014426731794159,0.6383453745079,0.746419441198082
"CSRP2BP",284.037592362674,-1.86676640170576e-06,0.00144267358499713,0.638383946332359,0.746419441198082
"SAP25",48.8844047780233,3.33967693312507e-07,0.00144269440044184,0.638417468436951,0.746419441198082
"CACNA1I",53.5155418053131,3.5895950490046e-06,0.00144269076486139,0.638472482095277,0.746440112677638
"NUMA1",10163.9101693226,3.00669877595005e-06,0.0014425906494831,0.638514441326983,0.746445520662557
"SMAD4",2026.44469160863,2.6773111627415e-06,0.00144265163727041,0.638692383142075,0.746609887075693
"IDO2",95.6043020534816,-0.673837894826093,0.372462189166021,0.638907813390198,0.746818054424064
"XBP1",9558.94959539323,3.15820845910879e-06,0.00144268350199365,0.639212327502274,0.747094439544409
"LAX1",187.0173570209,4.10474879995622e-06,0.00144267957472283,0.63924026138107,0.747094439544409
"MEAF6",876.212554732201,-1.76163311699861e-05,0.00144273183675837,0.639277778349538,0.747094439544409
"APOBEC3D",891.316009325319,6.22133421684743e-06,0.00144267967364276,0.639293726426193,0.747094439544409
"OGG1",1600.56115929343,1.2916262101552e-06,0.00144264608176948,0.639460231353776,0.747135741600606
"TERF2",1456.46841482739,-2.40910610949561e-06,0.00144265913372815,0.639381113370906,0.747135741600606
"ZNF32",504.587461512994,-7.71203736163384e-06,0.00144268151638065,0.639445297031452,0.747135741600606
"ZSCAN23",111.482079441447,-6.8604013650243e-07,0.00144268891808642,0.639478540862817,0.747135741600606
"SCAF8",860.607255351946,-7.38581036908748e-07,0.00144267272441693,0.639598277103687,0.747231971041903
"4-Sep",945.342997765273,-1.15989713302079e-05,0.00144270160433298,0.639768555498897,0.747387233341803
"SLC27A3",1093.60085407825,-9.57251370925871e-06,0.00144269523086508,0.639836744775905,0.747423222426353
"RARB",197.367786280921,1.63179061706484e-06,0.00144267881197636,0.63991174838204,0.747467166977304
"PANK1",209.146813195887,-5.02278492847739e-06,0.00144269018447538,0.639989065343451,0.747513808416693
"DHCR24",3894.3553828146,-2.80858912984559e-06,0.00144268736151921,0.640159187022523,0.747668834939443
"AIM1",928.914918554879,-3.10231454495965e-06,0.00144266532472446,0.640218561767269,0.747694504905069
"OMG",312.979347609093,6.7018907676158e-06,0.00144268755141385,0.640460828304242,0.74789007131848
"AC005841.1",174.22778790376,1.49707589684386e-06,0.00144268135663685,0.640458045436774,0.74789007131848
"USP9Y",13.549976071977,9.3651174918732e-07,0.00144268967973266,0.64051429722815,0.747908827821038
"N6AMT2",165.367942328896,1.24849821785104e-06,0.00144268553503758,0.640679690569599,0.747983621379312
"SYCP2L",57.8046977067632,4.33190828874273e-06,0.00144269526438452,0.640690582161753,0.747983621379312
"RP11-318A15.7",9.01445586923026,1.65170318632721e-07,0.00144269489026986,0.64065667234291,0.747983621379312
"ZFYVE21",3061.59576903704,-2.50635296941878e-06,0.001442655963109,0.640799742161343,0.748067381606464
"C1GALT1C1",203.488497812789,-1.46089562667943e-06,0.00144268168949842,0.640838585090509,0.74806904894323
"IFT140",1150.45911048502,-5.61864385773801e-06,0.00144268348155549,0.641042152736412,0.748262992691448
"LOXL2",2067.83086166831,0.000124160814755544,0.00144536930286565,0.641234074493935,0.748443320807457
"BCL7B",1536.03829653607,-9.61340532374982e-06,0.00144267813368738,0.641286776877749,0.748461141608413
"PCED1A",1704.91913472325,-1.29174012421458e-06,0.00144268452248672,0.641552348849801,0.74864522098683
"ANKRD30A",2016.53617110473,-6.69458485644521e-07,0.00144269216549091,0.641506492344609,0.74864522098683
"UCN",118.021491154193,-1.06201526530241e-06,0.00144268793334473,0.641556827867777,0.74864522098683
"URI1",980.890020692568,9.31796597391573e-06,0.00144268818983327,0.641702333676601,0.74868392714769
"PTGR2",419.359065781021,1.24414669091355e-05,0.00144269450585923,0.641662074149138,0.74868392714769
"KRT5",21000.2497612756,9.49058998781871e-07,0.00144268978461157,0.641666845229044,0.74868392714769
"RASA1",598.518282088123,-8.51440324755085e-07,0.00144267008472051,0.64182105390095,0.748778746160321
"FHOD1",2109.75968895951,1.64938463436177e-05,0.00144272583888323,0.64209194901522,0.749051078161521
"PRMT3",441.186799309591,-1.63392481830412e-06,0.00144267805683806,0.642134850476312,0.749057421261574
"PSMG2",792.471116341171,2.63788218727577e-06,0.00144267664919029,0.642409529885858,0.749334119394309
"TSPAN15",2150.48778711681,-1.36406927145225e-06,0.00144268318631144,0.642633568693172,0.74955171931229
"LRRC18",118.389066882826,-2.78232543372667e-06,0.00144269001668903,0.642793213253662,0.74969419038638
"ZNF76",1896.42603735491,1.07978736800557e-05,0.00144266077200986,0.642883053060873,0.74975523582006
"DMRTA2",32.1833827453001,-1.63833121898369e-06,0.0014426946447624,0.643080879374567,0.749811004327915
"RASA2",479.462220527857,-3.10851062967178e-06,0.00144268501411325,0.643022401775865,0.749811004327915
"ANKRD61",146.031561192836,-1.41110357851578e-05,0.00144272016635373,0.643069641240357,0.749811004327915
"MCIDAS",52.9631156967921,-1.44585979883296e-06,0.00144269266433399,0.643010227011,0.749811004327915
"SYNGR1",1180.21863168243,1.3204705075077e-06,0.00144268426629149,0.643525431565204,0.750169431607065
"CRYAB",6581.85056895529,4.32528091057041e-05,0.00144301044437657,0.643538366056035,0.750169431607065
"SLC2A13",382.118223851698,7.44238091986551e-05,0.00144362092119198,0.643486872427596,0.750169431607065
"IFNL1",8.88555953700393,4.5252534275874e-07,0.00144269378405362,0.643462908744596,0.750169431607065
"TMEM167B",837.611152061933,-3.26317663388185e-05,0.00144282627680952,0.643641713716031,0.750246162422802
"SLC38A1",2947.01292916019,8.7269287641617e-06,0.00144265155304224,0.643720810978439,0.750294619021972
"HHAT",390.136081263843,1.52715391755548e-06,0.00144268050615347,0.643968934350328,0.750452577571864
"PLEKHS1",715.222244989458,-1.14781416968306e-06,0.00144268663342784,0.643920297989984,0.750452577571864
"C2orf76",202.590933631353,1.41182285289898e-06,0.00144268259430248,0.643936459767185,0.750452577571864
"HARS2",675.06188556877,-2.13573133449255e-06,0.00144267387639473,0.644212038963122,0.750648377354663
"SPINK8",36.3717744135698,-9.7149645616452e-07,0.00144269470017074,0.644202509761065,0.750648377354663
"C16orf62",7998.54313205061,8.43166854583564e-06,0.00144269134349059,0.644347007136415,0.750761891648339
"SEPW1",6604.3002416917,-3.03257801887453e-06,0.00144263655861179,0.644413725513054,0.750795875992541
"GPR65",71.5203759010656,9.7231959279577e-07,0.00144268915026222,0.644462283773463,0.750808699555217
"PRED60",13.0012295084937,-8.18181782554181e-07,0.00144269460935152,0.644502486097754,0.750811787393724
"PIGW",220.544229509691,2.05558693676872e-06,0.00144266845387631,0.644776691538913,0.751087460418843
"RP3-468K18.5",1.9796594584319,3.18844641546672e-07,0.00144269501063395,0.644826661970327,0.751101909667039
"LY75",489.461039200751,2.27084298313128e-06,0.00144266252249983,0.645226843048941,0.751500110583127
"C20orf144",222.969395357509,-1.95095366146448e-05,0.00144274150279137,0.645243693026935,0.751500110583127
"ATP6V1H",1165.20760587955,-1.48806716046673e-05,0.00144270802239854,0.645824120599757,0.752132308205472
"RFX3",589.178916752216,2.91939391739278e-06,0.00144267607755717,0.645960023026786,0.752234795909465
"MCM9",669.610698044404,-1.92172889819898e-06,0.0014426711736048,0.645987368498825,0.752234795909465
"EVPL",1003.78262087878,-3.65819198204812e-05,0.00144291497575769,0.646035102693117,0.752246569404588
"PLEKHA1",641.171318081312,3.0739994080267e-06,0.00144263499228973,0.646136566005395,0.752314267527904
"RP11-81K2.1",99.2178776583874,-3.6741134256896e-06,0.00144269424128977,0.646168496361743,0.752314267527904
"WFIKKN1",181.258955103896,1.47167656562672e-05,0.0014427177718917,0.64642286584648,0.752479085433009
"PHF20L1",1260.95775696718,2.63458888917764e-06,0.00144265092643984,0.646439250678844,0.752479085433009
"RP11-231C14.4",3374.33934950841,-3.9424965569845e-05,0.00144293915181967,0.646445656610894,0.752479085433009
"RILPL1",526.572640361862,8.81042806806378e-06,0.00144269168142983,0.646460600704351,0.752479085433009
"FCGR1B",170.908749343014,9.97824192629108e-07,0.0014426887592933,0.646544131697775,0.752532504899599
"AC117395.1",60.9330478092287,-3.14762740348345e-06,0.00144269305064582,0.646629842766113,0.752588455455246
"G2E3",507.758514098188,2.31925655840327e-06,0.00144266075779382,0.646901066788347,0.752816479213446
"B3GALT4",502.230926989831,0.59178300054248,0.262773600525954,0.646885521013946,0.752816479213446
"FBXO7",1633.55426599132,2.68292450864486e-06,0.00144264914603799,0.646961429182159,0.75284290624305
"ZUFSP",130.554846817966,-3.98721664698797e-06,0.00144268843216095,0.64703940595377,0.752889826144426
"GPR113",125.955647611191,-1.0431185953572e-05,0.00144270333801278,0.647116152999589,0.752935309769191
"MRPL23",1647.06070728897,-1.82605833219707e-06,0.00144267322719027,0.64741873549,0.753243537817112
"OR10AD1",52.7402146639133,-1.28035883640293e-06,0.00144269141732878,0.647513201701045,0.753309609845845
"LAMTOR3",291.780961472364,1.7251371037481e-06,0.00144267603005427,0.647627962862111,0.753399283729857
"TNFAIP2",5315.6618878171,-1.77389715285601e-05,0.0014427348540592,0.647728542941875,0.75347245098789
"ATP6V1G1",1155.00870965289,9.53946605070252e-06,0.00144269382112582,0.647887604337816,0.753613634366764
"KIRREL",1395.49067177288,-7.49678419240505e-06,0.00144268336101956,0.647946002133513,0.753637717664773
